shipper_party_name,count,address1,address2,address3,address4,country_code
"CHINA MAST FORWARDERS CO., LTD.",3189,"7/F., NO. 111, SEC.2, KEELUNG ROAD",TAIPEI 11053 TAIWAN R.O.C.,TEL_ 02-2378-8866 FAX_ 02-2378-8833,,
CRODA EUROPE LIMITED,3183,"OFF A1041, SNAITH","GOOLE, ER DN149AA GB",,,
SOUTHEAST ASIAN PACKAGING AND CANNI,3179,"1 MOO 4 BAANPLAIKLONGDRU ROAD,",,"TAMBON NADEE, AMPHUR MUANG SAMUTSAK","ORN,",TH
RED BULL GMBH,3177,C/O RED BULL AG,POSTSTRASSE 3,CH 6341 BAAR,,
FRITZ WINTER,3177,EISENGIESSEREI GMBH & CO. KG,ALBERT-SWEITZER-STR. 15,DE STADTALLENDORF,,
DHL GLOBAL FORWARDING CHINA CO LTD,3173,SHENZHEN BRANCH,7F PHILIPS RESEARCH AND DEVELOPMENT,BUILDING NO12 SHIHUA RD FUTIAN FTZ,,
"MITSUI-SOKO EXPRESS CO., LTD.",3173,"KS HAMAMACHI BUILDING 3F, 10-16","HAMAMACHI,MOJI-KU, KITAKYUSHU-SHI,","FUKUOKA,801-0856,JAPAN",TOKYO,
UNIQUE LOGISTICS INTERNATIONAL (H.K,3173,"UNIT B&D, 4/F, SUNSHINE KOWLON BAY",HONG KONG .,HONG KONG,,
DSV AIR & SEA S.A.U. - R47F,3170,PLAZA CIRCULAR 4- 4 PISO,BILBAO 48001,SPAIN,,
PUDONG PRIME INT'L LOGISTICS,3169,INC.(NINGBO BRANCH),"ROOM 8-7,EAST CITY BUILDING NO.88","BAIZHANG RD(E),NINGBO,CHINA",,
HECNY TRANSPORTATION (VN) LTD,3169,"ROOM 602, 6TH FLOOR, VIETCOMBANK BU",HO CHI MINH CITY 65 VIET NAM,,,
CONTINENTAL MABOR - INDUSTRIA DE PN,3167,"RUA ADELINO LEITAO, 330",LOUSADO 03 4760-606 PORTUGAL,,,
GOLBAL LIMITED,3167,ADD:FLAT H 3/F MAYLUN BLDG 23 SHU,KOK ST NORTH POINT HK,,,
SCHENKER LTD,3166,.,203 A BURCOTT ROAD AVONMOUTH BS11,8AP GB,,
DSV AIR & SEA DEUTSCHLAND GMBH,3165,SCHLACHTE 15 BIS 18,,BREMEN 28195 DE,,
EL PEDREGAL S.A.,3163,CAR.MEDIO PIURA KM. 11.5 FND.,CASTILLA - PIURA,,,PE
IKEA TRADING (HONG KONG) LTD.,3163,"RM 1601-8 TAI YAU BUILDING,181 JO",WANCHAI HONG KONG,,,
GRANITO ZUCCHI LTDA,3156,"AV. JACARAIPE, 1423",SERRA 29175 BR,,,
U.S.UNITED LOGISTICS (NINGBO) INCOR,3149,20TH FLOOR 3 BUILDING SHANGDONG BUS,JIANGDONG DISTRICT ZJ 315000,CHINA,,
MAINTEK COMPUTER (SUZHOU) CO LTD,3149,NO. 233 JIN FENG RD,SUZHOU NEW DISTRICT,JIANGSU 215011 CN,,
ROHLIG CHINA LIMITED,3139,"WORLD FINANCE CENTRE; TOWER A, RM",6B,"NO. 4003 EAST SHENNAN ROAD, LUO",,06
DAMCO CHINA LIMITED O/B,3133,CHANGZHOU TINGYAN GARDEN PRODUCTS,"NO 8 WEST TOWN,","EAST OF BENNIU TOWN, WUJIN",213131 CHANGZHOU CHINA,
KUEHNE + NAGEL LTD,3132,77 FOSTER CRESCENT,MISSISSAUGA ON L5R 0K1 CANADA,AGENT OF BLUE ANCHOR LINE,,66
INTRATEXT DE EL SALVADOR SA DE CV,3130,KM 7 BLVD DEL EJERCITO NACIONAL,"SOYAPANGO, EL SALVADOR",SAL,,
"DHL GLOBAL FORWARDING SPAIN, SLU",3124,.,"RUMANIA, 2-4 COSLADA 28820 ES",,,
"NEW MARINE CONSOLIDATOR CO., LTD.",3124,"9F-3, NO.181, FUSHIN N. ROAD, TAIPE",TAIWAN R.O.C.,TEL _ 02-25457588 FAX _ 02-25457288,,
UPS-SCS/STONY CREEK AT HOME,3124,885 HANGNAM RD,,,,CN
RELIANCE INDUSTRIES LIMITED,3114,"RELIANCE CORP PARK - 8B 1/FL,","THANE BELAPUR ROAD, GHANSOLI",NAVI MUMBAI 401007 INDIA,,72
BOEHRINGER INGELHEIM,3114,INTERNATIONAL GMBH,BINGER STR. 173,INGELHEIM DE,,
DEL CORONA & SCARDIGLI LOGISTICA,3111,LTDA,1 ANDAR CENTRO,,,BR
KUEHNE NAGEL LTD SHENZHEN BRANCH,3107,"UNIT A/B/C/D, 28/F BLK A,","WORLD FINANCE CENTRE, 4003 SHENNAN","DONG ROAD, SHENZHEN 518001, CHINA",,
NINGBO HAO HE INTERNATIONAL,3105,"TRANSPORTATION CO.,LTD","ROOM 2515 HUALIAN BUILDING, NINGBO",CITY NINGBO 33 315000 CN,,
FRUTAS SELECTAS DEL TROPICO S.A.,3105,1 KM AL NORTE DE LA CARRETERA,"COSTANERA SUR, LA PALMA, PARRITA","PARRITA, COSTA RICA",,
FUYAO GLASS INDUSTRY GROUP CO LTD,3104,FUAYO INDUSTRIAL,"ZONE,FUJIAN,FUQING,CN",EMAIL:,JIANYING.HUANG@FUYAOGROUP.COM,
SCHAEFFLER TECHNOLOGIES,3103,GMBH & CO. KG,GEORG-SCHAEFER-STR. 30,SCHWEINFURT DE,,
SHANGHAI WORLDTRANS LOGISTICS SERVI,3102,ROOM 1901-1903; PROSPERITY CENTER 2,HONG KONG 20000 HONG KONG,,,
LG CHEM LTD.,3089,"20 YOIDO-DONG, YOUNGDUNGPO-GU, LG T","SEOUL 11 150-721 KOREA, REPUBLIC OF",,,
"K-APEX LOGISTICS (QINGDAO) CO., L",3087,.,"SUITE 3201, HUAYIN BULIDING #5","DONGHAI WEST ROAD QINGDAO,SHANDONG",,
CARGO MARKETING SERVICES LIMITED,3086,OCEAN HOUSE,MARSTON PARK,TAMWORTH,,11
HECNY TRANSPORTATION INC,3085,14F A TONG SHENG MANSION NO.458 FU,SHANGHAI SH 200122,CHINA,,
FFC INTERNATIONAL COMPANY LIMITED,3085,"UNIT E, 16/F GEMSTAR TOWER,","NO. 23 MAN LOK STREET, HUNGHOM,","KOWLOON,",HONG KONG,
CHEMISCHE FABRIK BUDENHEIM KG,3085,RHEINSTRASSE 27,BUDENHEIM RP,GERMANY,,
EVERSTAR SEALANDAIR,3079,.,"220 9 NGUYEN TRONG TUYEN STREET, HO",CHI MINH CITY 70000 VN,,
HAPAG-LLOYD MEXICO S.A. DE C.V.,3071,INDEPENDENCIA 747 ESQ MONTESINOS,COL. CENTRO,91700 VERACRUZ,MEXICO,
HONOUR LANE LOGISTICS COMPANY LIMIT,3070,"RM 10B2, 10/F, INTERNATIONAL PLAZA",DISTRICT 1 HO CHI MINH,VIETNAM,,
CAMPOSOL SA,3069,AV EL DERBY #250 SANTIAGO DE SURCO,"LIMA, PERU",PER,,
CONTITECH VIBRATION CONTROL GMBH,3065,GRASEWEG 12,HANN MUENDEN DE,,,
SCINTILLA AG,3065,LUTERBACHSTRASSE 10,4528 ZUCHWIL,CH,,
"SAVINO DEL BENE (SHANGHAI)CO.,LTD.",3063,"29/A EAST TOWER,HI-TECH KING WORLD",SHANGHAI 31 200001 CHINA,,,
HELLMANN WORLDWIDE LOGISTICS AIR &,3059,DR.-ALFRED-HERRHAUSEN-ALLEE 11,,,,DE
THOR JOERGENSEN A/S,3058,THOR JOERGENSEN A/S,OESTBANEGADE 55,DK-2100 COPENHAGEN OE,,
DE WELL CONTAINER SHIPPING INC. SHE,3058,"20/C, HANGDOU BLDG., NO.1006 HUAFU",SHENZHEN 44 518000 CHINA,,,
"HITACHI AUTOMOTIVE SYSTEMS, LTD.",3058,"2-2-1, OTEMACHI",CHIYODA-KU,,,JP
LEONARDI & C. S.P.A. SASSUOLO,3056,"VIA HENRY DUNANT 10,12,14",41049 SASSUOLO MO ITALY,GOVERNMENT TAX ID NUMBER:,IT00318070364,
RADEBERGER GRUPPE KG,3056,C/O DORTMUNDER AKTIEN BRAUEREI,STEIGERSTR. 20,44145 DORTMUND,GERMANY,
SUBARU CORPORATION,3050,.,"4-410,ASAHI, KITAMOTO KITAMOTO 11 3",64-8511 JP,,
JUST PLAY (HK) LTD,3050,"10TH FLOOR, MIRROR TOWER NO 61","MODY TSIM SHA TSUI EAST,",HONG KONG,,
COMMSCOPE TELECOMMUNICATIONS CHINA,3046,NO 68 SU HONG XI ROAD,,,,CN
DENIMACH LIMITED,3045,"KEWA MOUJA,WARD NO.5,","MASTERBARI, SREEPUR,","GAZIPUR, BANGLADESH.",,
BURGO GROUP SPA,3044,"VIA PIAVE, 1",ALTAVILLA VICENTINA 36077 IT,,,
HASBRO INTERNATIONAL TRADING B V,3043,"WHARF T T CENTRE,HARBOUR CITY 1501","-9 7CANTON ROAD,KOWLOON,TSIMSHATS",HONG KONG,,
PANALPINA WORLD TRANSPORT(VIETNAM),3039,"CO.,LTD.AS AGENT FOR AND ON BEHALF","OF PANTAINER(H.K)LTD.,3/F HAI AU","BLDG,39B TRUONG SON ST,WARD 4,","TAN BINH DIST,HOCHIMINHCITY,VIETNAM",
EMSLAND - STAERKE GMBH,3038,EMSLANDSTR. 58,,,,DE
"OEC LOGISTICS(QINGDAO)CO.,LTD.",3037,TIANJIN BRANCH,"19TH FLOOR,BUILDING NO.2 FUYU CENTE",R 376 JIEFANG N TIANJIN 12 300210 C,,
UPS SCS (CHINA) LIMITED QINGDAO,3036,BRANCH,AS AGENT OF UPS OCEAN FREIGHT,"SERVICE,INC",21TH JINGUANG BUILDING,
"GIA LINH LOGISTICS SERVICE CO., LTD",3035,.,"02ND FLOOR, 217 NGUYEN VAN THU STRE",ET HO CHI MINH 700000 VN,,
GILDAN ACTIVEWEAR VILLANUEVA,3021,ZIP VILLANUEVA,EDIFICIO NO MODULO 1 2 3,VILLANUEVA HONDURAS,,50
BASF SE,3021,CARL-BOSCH-STRASSE 38,67056 LUDWIGSHAFEN,DE,,
DEOLEO S.A.,3020,PARQUE EMPRESARIAL RIVAS FUTURA,"C MARIE CURIE 7,4 PLANTA",EDIFICIO BETA - RIVAS VACIAMADRID,MADRID ES,
POLYGROUP TRADING LIMITED,3019,UNIT 606 6TH FLOOR FAIRMONT UNIT 6,HONG KONG .,HONG KONG,,
MITSUBISHI MOTORS CORPORATION,3018,"33-8, SHIBA 5-CHOME",TOKYO .,JAPAN,,
MITSUI & CO GLOBAL LOGISTICS LTD,3016,MITSUI BUSSAN BUILD 7F 1 16 21,MEIEKIMINAMI NAKAMURA KU,,,JP
A2Z LOGISTICS INDIA,3014,PVT LTD 16 MMTC,COLONY 2ND MAIN,ROAD NANGANALLUR,,58
CHINA INTERNATIONAL FREIGHT CO.,3012,LTD. 2F NO. 90 SEC. 1 JIANGUO,N. RD. TAIPEI TAIWAN,TEL886-2-2500-6565,,
NINGBO COSMOS INTERNATIONAL LOGISTI,3012,"1083 E. ZHONGSHAN ROAD, COB OFFICE",NINGBO 33 315000 CHINA,,,
ORIENT INTERNATIONAL HOLDING SHANGH,3011,"& EXP. CO., LTD ROOM 306, GUANGMING","BUILDING,",NO.2 EAST JINLING ROAD,,CN
KUEHNE + NAGEL SP.Z O.O.,3011,T.WENDY 15,GDYNIA PM 81-184 POLAND,,,
NAS A DIVISION OF GOSSELIN SUISSE,3008,AG,AS AGENTS FOR ISA,"C/O JAMES FORWARDING COMPANY,",,
ALL-WAYS FORWARDING INT'L CHINA,3002,"CO.,LTD.ON BEHALF OF ALL-",WAYS FORWARDING INT'LINC.,"ROOM 1106, NO.969 SOUTH ZHONGSHAN","ROAD. SHANGHAI 200010,P.R CHINA",
"DSV AIR & SEA CO., LTD. NINGBO",3001,BRANCH AS AGENT FOR DSV OCEAN,TRANSPORT A/S,"ROOM 8515, HOWARD JOHNSON BUILDING,","NO.230 LIUTING STREET,-",
MAPLE LEAF FOODS INC.,3000,"6985 FINANCIAL DRIVE MISSISSAUGA,","ONTARIO, CANADA L5N 0A1",,,
CER. CAESAR,2997,VIA CANALETTO 49,SPEZZANO 41040 IT,,,
YANTAI WINHERE AUTO-PART,2992,"MANUFACTURING CO.,LTD.",NO 80 TAISHAN RD,ETDZ OF YANTAI CHINA,,
CONSOLIDATED POWERS LIMITED,2986,"UNIT A1/2, 5/F.,","SUNSHINE KOWLOON BAY CARGO CENTRE,","59 TAI YIP STREET, KOWLOON BAY",KOWLOON HONG KONG,
BDP INTERNATIONAL LTD. (CHINA),2981,"11/F, BLOCK 2, RIVERSIDE","INTERNATIONAL PLAZA,","1062 YANGSHUPU ROAD, SHANGHAI",,
ITOCHU LOGISTICS CORP.,2981,"13TH FLOOR, SHIODOME CITY CENT",MINATO-KU TOKYO 105-7113,,,JP
QINGDAO SUN STAR INTERNATIONAL,2980,"LOGISTICS CO.,LTD","ROOM 2810,SUNSHINE TOWER,","NO.61 HONGKONG MIDDLE ROAD,",,
COM40 SP. Z O.O. SP. KOMANDYTOWA,2980,UL. TOROWA 11,63-460 OCIAZ,POLAND,,
WELSPUN GLOBAL BRANDS LIMITED,2980,"SURVEY NO.76, VILLAGE MORAI, VAPI","DISTRICT:VALSAD,396191,GUJRAT,INDIA",CIN NO. U71210GJ2004PLC045144,,
GUIDONI ORNAMENTAL ROCKS LTDA,2978,"ROD GETHER LOPES DE FARIAS, S/N KM.",SAO DOMINGOS DO NORTE ES 29745-000,,,
YES LOGISTICS (SHANGHAI) CORP.,2969,TIANJIN OFFICE ADDROOM 3703 THE,EXCHANGE NORTH TOWER 189 NANJING,ROAD TIANJIN CHINA TEL+86 022,,
BROSE CZ SPOL. S.R.O.,2967,PRUMYSLOVY PARK 302,KOPRIVNICE CZ,,,
JBS AUSTRALIA PTY LTD.,2964,1 LOCK WAY,RIVERVIEW QLD 4303 AUSTRALIA,,,
FORM LOGISTICS INC,2961,2902 WORLD TRADE TOWER 500 GUANG DO,HUANGPU DISTRICT SH 200001,CHINA,,
MITSUBISHI ELECTRIC LOGISTICS CORP.,2960,.,2-1-6 SASAZUKA TOKYO 13 151-0073 JP,,,
EXPO FREIGHT (SHANGHAI) LIMITED,2960,"ROOM 904, BANK OF HUA XIA TOWER, 25","ROAD, PUDONG NEW AREA,SHANGHAI, CHI",T_021-6886-6776 F_021-6886-5775,,
BLUE EAGLE CONSOLIDATION SERVICES G,2958,CARL-ZEISS-STR. 6,MAINZ RP 55133 GERMANY,,,
SPEEDMARK INTERNATIONAL LIMITED,2952,4A-1 TOWER A ORIENTAL NEW WORLD PLA,SHENZHEN GD 518046,CHINA,,
KUEHNE & NAGEL (AG & CO.) KG,2951,BEIM SCHROEDERSCHEN HOF 7,HAMBURG HH 21109 GERMANY,,,
"ZIEL INTERNATIONAL CO., LIMITED",2940,"ROOMS 1318-19,13 F,HOLLYWOOD PLAZA,","610 NATHAN ROAD,MONGKOK,KOWLOON,HO","NGKONG., MONGKOKKOWLOONHONG KONG",,
NSK LTD.,2939,"NISSEI BLDG.,6-3, OHSAKI 1-CHOME",SHINAGAWA,,,JP
ASIA SOCKS INC.,2938,"2386, HUQING PING ROAD","SHANGHAI ,201702 CHINA",,,CN
JIANGSU GUOTAI HUASHENG INDUSTRIAL,2937,"20F,GUOTAI NEW CENTURY PLAZA,MIDDL","RENMIN ROAD,ZHANGJIAGANG CITY",,,CN
CRANE WORLDWIDE LOGISTICS LLC,2935,"19F, HUAWEN INTERNATIONAL MANSION N",CHANGNING DISTRICT SH 200051,CHINA,,
FOSSIL (EAST) LTD. - OCEAN,2927,17/F CDW BUILDING,"388 CASTLE PEAK ROAD, TSUEN WAN, NE","HONG KONG, NEW TERRITORIES HK",,
MAXWIDE LOGISTICS INC,2926,"1816 TIMES SQUARE, 52# HONGKONG MID",QINGDAO SD,CHINA,,
DEL CORONA & SCARDIGLI LOGISTICA LT,2926,"RUA PRINCESA IZABEL, 435/SL. 2 & 3",JOINVILLE SC 89201-270 BRAZIL,,,
"ORIENT EXPRESS CONTAINER CO, LTD",2924,"ROOM A,16 FL, HUAMIN EMPIER PLAZA N",SHANGHAI 31 200050 CHINA,,,
PORTEVER SHIPPING LTD.,2921,.,ZHEJIANG 315000 CN,,,
LEGO SYSTEM A/S SHIPPING DC,2920,RUGMARKEN,,,,DK
"E-TOP SHIPPING CO.,LTD",2920,ROOM 1804-1805 NO.146,"HUAI SHU ROAD.NINGBO,",ZHEJIANG PROVINCE CHINA,,
KAMAX GMBH AND CO,2914,DOKTOR-RUDOLF-KELLERMANN-STRASSE 2,,,,DE
